,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,name
0,0.10829310417175293,0.001991231073401621,0.005345201492309571,0.00016552388044654384,0.1796875,0.2109375,0.2047244094488189,0.15748031496062992,0.2047244094488189,0.19151082677165354,0.02012192812393007,1,analcatdata_dmft
0,726.6693531513214,4.117411435288432,0.3052244186401367,0.01132252525993897,0.9763392857142857,0.9752678571428571,0.9734821428571429,0.975,0.9749107142857143,0.975,0.0009140345637192756,1,mnist_784
0,0.1592710494995117,0.011786001456380115,0.0036588191986083986,0.0005334131447959909,0.9017094017094017,0.9098712446351931,0.8927038626609443,0.8927038626609443,0.8969957081545065,0.898796815964198,0.0064593850383069,1,pc4
0,0.1756216526031494,0.004390110867696608,0.0035732746124267577,0.00014911107367837468,0.9,0.892,0.9,0.908,0.88,0.8960000000000001,0.009465727652959393,1,pc3
0,0.6905131340026855,0.008144818010473396,0.005402898788452149,0.00022105028931013594,0.822617680826636,0.804247990815155,0.8094144661308841,0.8018380241240666,0.8127512923607122,0.8101738908514907,0.007303021275192244,1,jm1
0,0.04447669982910156,0.0014718814217431412,0.0028032779693603514,0.00041589143758006256,0.7857142857142857,0.8571428571428571,0.8433734939759037,0.8313253012048193,0.8072289156626506,0.8249569707401033,0.02557314024283408,1,kc2
0,0.13740463256835939,0.0018240701834853598,0.0031485557556152344,0.0001686236701478854,0.849112426035503,0.8431952662721893,0.8367952522255193,0.8516320474777448,0.8545994065281899,0.8470668797078293,0.006360183937213762,1,kc1
0,0.08461356163024902,0.008365360607393723,0.002946329116821289,0.0002949933106565926,0.9269662921348315,0.9269662921348315,0.9491525423728814,0.9209039548022598,0.9491525423728814,0.9346283247635372,0.012063810452488723,1,pc1
0,1.6967803955078125,0.010575364224039494,0.03081202507019043,0.0004359165913641999,0.872040946896993,0.872424824056302,0.8692258477287268,0.873176350140773,0.8730483747120553,0.87198326870697,0.001439413940542324,1,adult
0,10.160896730422973,0.037641148484794065,0.025425434112548828,0.0014005368593455144,0.7766666666666666,0.8033333333333333,0.795,0.815,0.8133333333333334,0.8006666666666666,0.014007934259633802,1,Bioresponse
0,0.042768335342407225,0.006659937226681571,0.002526521682739258,0.00042702669764777695,0.945054945054945,0.978021978021978,0.9560439560439561,0.967032967032967,0.978021978021978,0.9648351648351647,0.01281527888976988,1,wdbc
0,0.21395602226257324,0.003312102850380562,0.003650522232055664,0.00023312288256476606,0.9063583815028902,0.8878612716763006,0.8867052023121387,0.8912037037037037,0.8865740740740741,0.8917405266538214,0.007497535620903134,1,phoneme
0,0.12761592864990234,0.0020452324771695987,0.003063535690307617,0.00019002433995919508,0.893491124260355,0.834319526627219,0.8994082840236687,0.8579881656804734,0.8690476190476191,0.8708509439278671,0.02379641541784934,1,qsar-biodeg
0,0.9677475929260254,0.0038675711386469483,0.0044974803924560545,8.471645212927818e-05,1.0,0.993127147766323,0.9965635738831615,0.997709049255441,0.9954128440366973,0.9965625229883246,0.0022914770956359923,1,wall-robot-navigation
0,3.319526529312134,0.03234800537390452,0.006502532958984375,0.0005432807410853254,0.9137254901960784,0.8980392156862745,0.9372549019607843,0.9058823529411765,0.9094488188976378,0.9128701559363902,0.013235098502883598,1,semeion
0,0.038679981231689455,0.000993011345237301,0.0033138275146484377,0.00015200050366734875,0.7021276595744681,0.6774193548387096,0.6666666666666666,0.6559139784946236,0.6559139784946236,0.6716083276138183,0.017217681970577256,1,ilpd
0,3.6668465614318846,0.027164266791045083,0.007538747787475586,0.0002025367948431082,0.7932692307692307,0.8052884615384616,0.7668269230769231,0.7980769230769231,0.8052884615384616,0.79375,0.01421321682605238,1,madelon
0,9.161330795288086,0.07250634144397852,0.040253734588623045,0.0010512368752356226,0.9693563009972801,0.970081595648232,0.975879579252811,0.9678998911860718,0.9704388828436706,0.9707312499856131,0.0027173480056669227,1,nomao
0,0.42974233627319336,0.006486127332105733,0.003952789306640625,0.0002830672371634178,0.9458128078817734,0.9556650246305419,0.9432098765432099,0.9333333333333333,0.9432098765432099,0.9442461837864137,0.007128567986568158,1,ozone-level-8hr
0,8.18610200881958,0.19314418902056885,0.008643007278442383,0.00010925218629184534,0.8959537572254336,0.930635838150289,0.8786127167630058,0.9421965317919075,0.9418604651162791,0.917851861809383,0.025891093174027994,1,cnae-9
0,6.5891930103302006,0.02764414707600094,0.010895061492919921,0.00022688583437848058,0.599591419816139,0.5873340143003064,0.6036772216547498,0.634320735444331,0.623721881390593,0.609729054521224,0.016979305753616895,1,first-order-theorem-proving
0,0.02503790855407715,0.000801505387966678,0.0022135257720947267,0.0001544459582249437,0.990909090909091,1.0,0.9954337899543378,0.9908675799086758,0.9954337899543378,0.9945288501452886,0.003408192175399081,1,banknote-authentication
0,0.025592517852783204,0.0009629398190655933,0.0024947643280029295,9.541145739008579e-05,0.7416666666666667,0.7416666666666667,0.775,0.7563025210084033,0.7563025210084033,0.754187675070028,0.012293488671251534,1,blood-transfusion-service-center
0,1.1741113662719727,0.005226249482566715,0.013904905319213868,0.0003787213681549752,0.963256076879593,0.964951950254381,0.9739966082532504,0.966647823629169,0.9677601809954751,0.9673225280023736,0.0036700347933494356,1,PhishingWebsites
0,0.06924009323120117,0.006546476479621493,0.005994749069213867,0.0004226556482939191,0.7701149425287356,0.7816091954022989,0.7906976744186046,0.8372093023255814,0.7441860465116279,0.7847634322373697,0.030518309955390528,1,cylinder-bands
0,3.769057607650757,0.040921455786596485,0.022055912017822265,0.0006861433769425977,0.9044788498755875,0.9073818081282831,0.9025435443737905,0.9057099405502558,0.9048804092354487,0.904998910432673,0.001580954980747115,1,bank-marketing
0,10.313466835021973,0.024704384924882188,0.01288461685180664,0.00020812153056591235,0.6525316455696203,0.6481012658227848,0.660759493670886,0.6694110196326789,0.6529449018366055,0.6567496653065151,0.007529294071523037,1,GesturePhaseSegmentationProcessed
0,69.69998121261597,0.5077625996438043,0.022424936294555664,0.0011072150291189878,0.9921116504854369,0.9902912621359223,0.9921116504854369,0.9872572815533981,0.98421372191864,0.9891971133157668,0.0030588675208539935,1,har
0,0.03615388870239258,0.0004450787817446938,0.004885387420654297,0.0001406724088228383,0.6,0.625,0.575,0.525,0.6,0.5850000000000001,0.033911649915626334,1,dresses-sales
0,3.6550319671630858,0.018600597987178454,0.008846330642700195,0.0001399157070020763,0.9727272727272728,0.9875,0.9852272727272727,0.9727272727272728,0.9840909090909091,0.9804545454545455,0.006404092183456978,1,texture
0,35.50010256767273,0.1349954728984425,0.09629278182983399,0.0019801067248264993,0.8351373855120733,0.8376353039134055,0.8441113886576002,0.8404107688037746,0.8453140901100934,0.8405217873993894,0.003825893312457439,1,connect-4
0,0.9508691310882569,0.007656952078380265,0.0038269519805908202,0.00022475984373925885,0.930635838150289,0.9653179190751445,0.9653179190751445,0.9653179190751445,0.9651162790697675,0.9583411748890981,0.013852888498665714,1,MiceProtein
0,0.9796820640563965,0.010444092205605146,0.005428457260131836,0.0001510611989259528,0.8102893890675241,0.7717041800643086,0.7870967741935484,0.8,0.7870967741935484,0.7912374235037859,0.013081266692339043,1,steel-plates-fault
0,0.03411674499511719,0.008313913988143245,0.0028768539428710937,0.0008682654555574868,0.9540229885057471,0.9655172413793104,0.9186046511627907,0.9534883720930233,0.9534883720930233,0.949024325046779,0.015888454404367154,1,climate-model-simulation-crashes
0,0.12065916061401367,0.00854056953490315,0.003635883331298828,0.0002736808936118881,0.9896774193548387,0.9715762273901809,0.9870801033591732,0.9870801033591732,0.9832041343669251,0.9837235975660583,0.006415741584197926,1,wilt
0,0.12111039161682129,0.0014621235738569145,0.005473709106445313,3.0092391766703137e-05,0.9783393501805054,0.9855595667870036,0.9891304347826086,0.9963768115942029,0.9710144927536232,0.9840841312195888,0.0087472285825194,1,car
0,0.5726884365081787,0.00736607712135406,0.005022478103637695,0.00015333428222421127,0.9324324324324325,0.9081081081081082,0.9378378378378378,0.926829268292683,0.943089430894309,0.9296594155130741,0.01206159286205494,1,segment
0,3.0313875675201416,0.042315852745761384,0.00558176040649414,6.788754585402266e-05,0.953125,0.975,0.953125,0.96875,0.940625,0.9581250000000001,0.012279301690242793,1,mfeat-pixel
0,819.7628089904786,4.876680946638593,0.2896155834197998,0.007205750693296586,0.8966071428571428,0.90375,0.8972321428571428,0.8982142857142857,0.9007142857142857,0.8993035714285714,0.0026271249902290253,1,Fashion-MNIST
0,2.8551384449005126,0.014183662938211864,0.030719518661499023,0.0003476154984085517,0.8643146004741319,0.8719843815367452,0.8623622925672849,0.8733788871844931,0.8640356993445824,0.8672151722214474,0.004534524116434402,1,jungle_chess_2pcs_raw_endgame_complete
0,5.704346513748169,0.05819317605419623,0.023700380325317384,0.0004713554387109454,0.5089540617700493,0.506002206216339,0.5125559665174226,0.5095061968723639,0.5069106482382714,0.5087858159228893,0.0022814919560125214,1,numerai28.6
0,5947.421799087524,16.68443432264116,1.600090456008911,0.12921098193928324,0.9051630434782608,0.9028532608695652,0.8997282608695653,0.8986413043478261,0.9038722826086957,0.9020516304347825,0.002476555954361822,1,Devnagari-Script
0,3287.3426805973054,36.38275839055193,0.5929858684539795,0.020705807232620943,0.5302083333333333,0.541875,0.5314583333333334,0.534375,0.5376041666666667,0.5351041666666666,0.004239980018296735,1,CIFAR_10
0,14.753958559036255,0.10172756385587434,0.22849564552307128,0.003715715845349306,0.9657142857142857,0.9752380952380952,0.9695238095238096,0.9713740458015268,0.9790076335877863,0.9721715739731007,0.004593006491286786,1,Internet-Advertisements
0,4.704480504989624,0.052041914449547165,0.03108677864074707,0.00045191547287336004,0.9784313725490196,0.9470588235294117,0.9588235294117647,0.9548133595284872,0.9724950884086444,0.9623244346854655,0.011528981882319357,1,dna
0,0.46741724014282227,0.00527958401348267,0.005901050567626953,0.00041001184585412286,0.9475,0.94125,0.94625,0.95375,0.94,0.94575,0.004911720676097129,1,churn
